"","0_2","1.0","1.1","10.0.0","10.0.1_4","10.0.2_3","10.0.5","10.1.0","10.1.1","10.2","11.0_1_2","11.3","11.4","12.0","12.1","13.0","14.0","16.0","17.0","17.1","19.0","19.1","20.0","22.0","22.1","22.2_3","22.4","26.0","26.1","26.2","27.0_3","27.1","27.2","28.0_2_3_4","28.1","29.0","29.1","3.0","3.1","30.0","31.0","33.0","34.0","35.0","35.1","36.0","37.0","37.1","38.0","39.0","4.0","4.1","40.0","41.0","42.0","42.1","43.0","44.0","45.0","46.0","48.0","49.0","5.0","5.1","50.0","51.0","52.0","53.0","54.0","55.0","56.0","57.0","59.0","60.0","61.0","62.0","63.0","7.0","8.0.0","8.0.1","8.1","8.2","8.3","Non-neuronal"
"SIA:390_510",1.58776361678321e-05,1,1,3.59339007805093e-07,1,0.694714003649603,1,1,1.58776361678321e-05,7.88386427627385e-15,1.58776361678321e-05,7.45443382470441e-10,1,4.88195434756273e-08,1,6.22099876356647e-09,1.58776361678321e-05,8.67613092484032e-14,6.97226755471323e-47,9.4677064417283e-05,1,0.0123680130016217,6.81247324525906e-16,1,0.201534284935939,0.201534284935939,1,0.0524850613063972,0.0524850613063972,0.0524850613063972,0.00265522373364003,0.0123680130016217,1,1,1,0.201534284935939,0.000522400964868679,0.694714003649603,6.81247324525906e-16,4.88195434756273e-08,1,0.000522400964868679,0.201534284935939,1,1,0.0524850613063972,1,6.22099876356647e-09,1,0.694714003649603,1,0.000522400964868679,1,0.0524850613063972,0.0524850613063972,0.0524850613063972,0.000522400964868679,0.201534284935939,1,0.201534284935939,1.58776361678321e-05,0.694714003649603,3.59339007805093e-07,3.59339007805093e-07,1,1,0.000522400964868679,1,0.694714003649603,0.0524850613063972,2.47377147909885e-06,0.0123680130016217,1,0.201534284935939,1,1,1,7.45443382470441e-10,1,7.88386427627385e-15,7.45443382470441e-10,2.47377147909885e-06,0.694714003649603,0.694714003649603
"SIA:510_650",7.45443382470441e-10,1,1,2.47377147909885e-06,0.694714003649603,1,1,1,0.000522400964868679,8.98091222450249e-12,9.4677064417283e-05,9.0660937848663e-13,0.000522400964868679,7.45443382470441e-10,1,9.0660937848663e-13,6.22099876356647e-09,8.41905446641615e-11,6.87297627624458e-29,1.58776361678321e-05,1,0.00265522373364003,7.88386427627385e-15,1,0.201534284935939,0.00265522373364003,1,0.0524850613063972,0.694714003649603,0.0123680130016217,7.45443382470441e-10,1.58776361678321e-05,0.201534284935939,1,1,0.694714003649603,0.201534284935939,0.0123680130016217,1.05778774615951e-22,9.0660937848663e-13,1,9.4677064417283e-05,0.694714003649603,1,0.0524850613063972,0.0524850613063972,1,6.22099876356647e-09,1,0.0524850613063972,1,0.000522400964868679,1,0.0524850613063972,0.0524850613063972,0.201534284935939,2.47377147909885e-06,0.201534284935939,1,1,3.59339007805093e-07,1,8.67613092484032e-14,6.81247324525906e-16,1,1,0.00265522373364003,1,1,0.0524850613063972,8.41905446641615e-11,9.4677064417283e-05,1,0.00265522373364003,1,0.694714003649603,0.694714003649603,8.41905446641615e-11,1,5.605560028329e-17,7.45443382470441e-10,2.47377147909885e-06,0.694714003649603,9.4677064417283e-05
"SIB:390_510",0.000522400964868679,1,1,0.00265522373364003,1,0.201534284935939,1,1,0.00265522373364003,9.4677064417283e-05,1,3.59339007805093e-07,0.694714003649603,1.58776361678321e-05,1,2.47377147909885e-06,1.58776361678321e-05,8.98091222450249e-12,7.19830497236136e-37,0.000522400964868679,1,0.694714003649603,6.81247324525906e-16,1,0.694714003649603,0.694714003649603,1,0.201534284935939,0.694714003649603,0.694714003649603,0.0123680130016217,0.0524850613063972,1,1,1,0.201534284935939,0.0123680130016217,0.0123680130016217,5.605560028329e-17,1.58776361678321e-05,1,0.00265522373364003,0.201534284935939,1,0.201534284935939,0.0123680130016217,1,1.58776361678321e-05,1,1,1,0.00265522373364003,1,0.0524850613063972,0.0123680130016217,1,0.0524850613063972,0.201534284935939,1,1,0.000522400964868679,0.0524850613063972,1.58776361678321e-05,0.00265522373364003,1,1,0.00265522373364003,0.201534284935939,1,0.694714003649603,9.4677064417283e-05,0.00265522373364003,0.201534284935939,1,1,1,1,3.59339007805093e-07,1,3.59339007805093e-07,0.000522400964868679,9.4677064417283e-05,0.694714003649603,1
"SMB:330_390",0.00265522373364003,1,1,0.0524850613063972,1,1,1,1,0.0524850613063972,9.4677064417283e-05,1,9.4677064417283e-05,1,0.0524850613063972,1,6.22099876356647e-09,0.0524850613063972,2.47377147909885e-06,1.67587311391334e-42,2.47377147909885e-06,1,1,8.98091222450249e-12,1,1,1,1,0.0123680130016217,0.694714003649603,1,0.0524850613063972,0.694714003649603,1,1,1,1,0.201534284935939,1,4.88195434756273e-08,0.0524850613063972,1,0.0524850613063972,1,1,1,0.694714003649603,1,2.47377147909885e-06,0.694714003649603,1,1,0.0123680130016217,1,1,0.201534284935939,1,0.201534284935939,0.694714003649603,1,1,0.0123680130016217,0.0524850613063972,0.0524850613063972,1,1,0.201534284935939,1,1,1,1,0.000522400964868679,0.0123680130016217,1,1,1,1,1,0.0524850613063972,1,3.59339007805093e-07,0.0123680130016217,0.694714003649603,1,0.0123680130016217
"SMB:390_510",3.59339007805093e-07,1,1,0.00265522373364003,0.694714003649603,1,1,1,0.000522400964868679,2.47377147909885e-06,0.201534284935939,8.98091222450249e-12,0.694714003649603,0.000522400964868679,0.694714003649603,4.88195434756273e-08,2.47377147909885e-06,2.47377147909885e-06,4.51969618742547e-41,9.4677064417283e-05,1,1,5.605560028329e-17,1,0.694714003649603,0.694714003649603,1,0.00265522373364003,0.694714003649603,0.694714003649603,0.0123680130016217,0.00265522373364003,1,0.694714003649603,1,0.694714003649603,0.000522400964868679,0.0123680130016217,5.605560028329e-17,0.00265522373364003,1,9.4677064417283e-05,0.201534284935939,1,0.201534284935939,0.201534284935939,1,6.22099876356647e-09,1,0.694714003649603,1,0.00265522373364003,1,0.0524850613063972,0.694714003649603,1,0.0524850613063972,0.201534284935939,1,0.694714003649603,0.000522400964868679,1,9.4677064417283e-05,0.0123680130016217,1,0.694714003649603,0.201534284935939,0.694714003649603,1,1,3.59339007805093e-07,0.000522400964868679,1,1,1,1,1,2.47377147909885e-06,1,8.41905446641615e-11,0.0123680130016217,0.0524850613063972,1,0.0524850613063972
"SMB:510_650",9.0660937848663e-13,1,1,3.59339007805093e-07,0.201534284935939,0.201534284935939,1,1,2.47377147909885e-06,2.47377147909885e-06,6.22099876356647e-09,4.00419351261534e-25,0.0123680130016217,2.47377147909885e-06,0.201534284935939,0.000522400964868679,8.98091222450249e-12,9.4677064417283e-05,1.74592768243155e-31,2.47377147909885e-06,1,1,3.29350925014462e-19,1,0.694714003649603,0.201534284935939,1,0.694714003649603,0.694714003649603,1,6.22099876356647e-09,3.59339007805093e-07,0.694714003649603,0.694714003649603,1,0.00265522373364003,3.59339007805093e-07,0.000522400964868679,1.61366614988312e-21,4.88195434756273e-08,1,1.58776361678321e-05,0.00265522373364003,1,0.0524850613063972,0.0123680130016217,0.201534284935939,8.98091222450249e-12,0.694714003649603,0.000522400964868679,1,0.00265522373364003,1,4.88195434756273e-08,0.000522400964868679,1,0.0123680130016217,0.0524850613063972,1,1,7.45443382470441e-10,1,6.22099876356647e-09,2.47377147909885e-06,1,0.694714003649603,0.201534284935939,0.00265522373364003,0.0123680130016217,0.0524850613063972,8.67613092484032e-14,1.58776361678321e-05,0.201534284935939,0.0123680130016217,1,1,0.201534284935939,6.22099876356647e-09,1,8.98091222450249e-12,8.41905446641615e-11,0.00265522373364003,0.0524850613063972,0.694714003649603
"SMD:390_510",3.59339007805093e-07,1,1,9.4677064417283e-05,1,1,1,0.694714003649603,9.4677064417283e-05,2.47377147909885e-06,7.45443382470441e-10,8.98091222450249e-12,0.00265522373364003,4.88195434756273e-08,0.0524850613063972,4.88195434756273e-08,2.47377147909885e-06,2.47377147909885e-06,7.19830497236136e-37,1.58776361678321e-05,1,0.694714003649603,6.81247324525906e-16,1,1,0.694714003649603,1,0.00265522373364003,0.201534284935939,0.201534284935939,9.4677064417283e-05,3.59339007805093e-07,0.201534284935939,0.694714003649603,1,0.00265522373364003,1.58776361678321e-05,0.0524850613063972,6.81247324525906e-16,4.88195434756273e-08,1,3.59339007805093e-07,0.0524850613063972,1,0.0524850613063972,0.694714003649603,1,3.59339007805093e-07,1,0.0524850613063972,1,0.0123680130016217,1,0.0524850613063972,0.201534284935939,1,0.0123680130016217,0.0123680130016217,0.694714003649603,1,0.000522400964868679,0.694714003649603,0.000522400964868679,0.694714003649603,1,0.0524850613063972,0.694714003649603,1,0.0524850613063972,0.694714003649603,3.59339007805093e-07,9.4677064417283e-05,0.694714003649603,0.201534284935939,1,1,0.0524850613063972,4.88195434756273e-08,1,8.41905446641615e-11,2.47377147909885e-06,0.000522400964868679,0.201534284935939,0.0524850613063972
"SMD:510_650",9.0660937848663e-13,1,1,2.47377147909885e-06,1,1,1,0.201534284935939,2.47377147909885e-06,8.41905446641615e-11,2.35706455511563e-20,1.05778774615951e-22,3.59339007805093e-07,5.605560028329e-17,0.000522400964868679,3.59339007805093e-07,7.45443382470441e-10,9.4677064417283e-05,3.53094555406917e-30,4.88195434756273e-08,0.694714003649603,0.00265522373364003,9.0660937848663e-13,1,0.00265522373364003,0.0123680130016217,1,9.4677064417283e-05,0.0123680130016217,0.201534284935939,7.45443382470441e-10,8.41905446641615e-11,0.00265522373364003,0.0123680130016217,1,9.4677064417283e-05,6.22099876356647e-09,0.00265522373364003,6.64525930168962e-24,8.41905446641615e-11,1,3.59339007805093e-07,0.000522400964868679,1,0.00265522373364003,0.000522400964868679,1,7.45443382470441e-10,1,0.000522400964868679,1,0.000522400964868679,0.201534284935939,2.47377147909885e-06,0.0123680130016217,1,9.4677064417283e-05,0.000522400964868679,0.694714003649603,1,7.45443382470441e-10,0.0524850613063972,8.41905446641615e-11,1.58776361678321e-05,0.201534284935939,0.0123680130016217,9.4677064417283e-05,0.0524850613063972,2.47377147909885e-06,0.201534284935939,9.0660937848663e-13,1.58776361678321e-05,0.0524850613063972,0.0123680130016217,1,0.201534284935939,9.4677064417283e-05,2.47377147909885e-06,1,6.81247324525906e-16,4.88195434756273e-08,2.47377147909885e-06,0.000522400964868679,1
"URB_and_possibly_URA:390_510",0.0123680130016217,1,0.201534284935939,0.00265522373364003,1,1,1,1,0.00265522373364003,0.000522400964868679,0.694714003649603,4.88195434756273e-08,1,0.00265522373364003,1,8.98091222450249e-12,4.88195434756273e-08,1.58776361678321e-05,1.74592768243155e-31,2.47377147909885e-06,1,1,1.58776361678321e-05,1,1,0.201534284935939,1,0.0524850613063972,0.694714003649603,1,9.4677064417283e-05,0.00265522373364003,0.0524850613063972,1,1,1,0.201534284935939,1,4.88195434756273e-08,0.0123680130016217,1,0.000522400964868679,0.00265522373364003,1,0.201534284935939,0.201534284935939,1,2.47377147909885e-06,1,0.0524850613063972,1,0.00265522373364003,1,0.201534284935939,0.694714003649603,1,1,0.201534284935939,1,0.201534284935939,0.000522400964868679,1,0.000522400964868679,0.00265522373364003,1,0.201534284935939,1,1,1,0.0123680130016217,9.4677064417283e-05,0.201534284935939,0.0524850613063972,0.0123680130016217,1,1,1,0.694714003649603,1,2.47377147909885e-06,0.0123680130016217,0.0524850613063972,1,6.22099876356647e-09
"URX:390_510",0.694714003649603,1,1,0.694714003649603,1,1,1,1,1,0.694714003649603,1,1,1,0.0123680130016217,1,0.00265522373364003,1,2.47377147909885e-06,1.2868369181297e-27,0.00265522373364003,1,1,9.4677064417283e-05,1,0.00265522373364003,0.00265522373364003,0.694714003649603,1,1,1,1,1,1,0.201534284935939,1,1,0.694714003649603,1,0.000522400964868679,0.201534284935939,4.88195434756273e-08,1,0.0524850613063972,1,1,9.0660937848663e-13,1,0.0123680130016217,0.000522400964868679,1,1,0.00265522373364003,0.694714003649603,1,0.694714003649603,1,1,1,1,0.00265522373364003,0.694714003649603,1,0.201534284935939,1,0.201534284935939,1,1,1,1,1,0.201534284935939,1,1,1,0.0524850613063972,1,1,1,1,9.4677064417283e-05,0.694714003649603,1,1,1
"URX:510_650",0.0524850613063972,1,1,0.00265522373364003,1,1,1,1,0.201534284935939,0.201534284935939,0.201534284935939,1.58776361678321e-05,1,0.00265522373364003,0.694714003649603,0.00265522373364003,9.4677064417283e-05,0.0524850613063972,8.41905446641615e-11,1.58776361678321e-05,1,1,7.45443382470441e-10,0.694714003649603,0.00265522373364003,9.4677064417283e-05,0.0524850613063972,9.4677064417283e-05,9.4677064417283e-05,0.694714003649603,9.4677064417283e-05,0.694714003649603,1,0.000522400964868679,0.201534284935939,0.0524850613063972,1.58776361678321e-05,1,4.88195434756273e-08,9.4677064417283e-05,6.22099876356647e-09,0.201534284935939,4.88195434756273e-08,0.0524850613063972,0.000522400964868679,6.64525930168962e-24,1,9.4677064417283e-05,0.00265522373364003,0.694714003649603,1,0.000522400964868679,9.4677064417283e-05,0.0123680130016217,0.201534284935939,1,1,4.88195434756273e-08,1,2.47377147909885e-06,0.000522400964868679,1,0.0524850613063972,1,0.0524850613063972,1.58776361678321e-05,0.694714003649603,0.694714003649603,0.0123680130016217,1,1,0.201534284935939,0.0524850613063972,1,0.000522400964868679,1,0.201534284935939,0.694714003649603,1,3.59339007805093e-07,0.00265522373364003,0.694714003649603,0.201534284935939,1
"URX:gt_650",9.4677064417283e-05,1,1,9.4677064417283e-05,1,0.694714003649603,1,1,0.0524850613063972,0.201534284935939,0.00265522373364003,8.41905446641615e-11,0.0524850613063972,0.00265522373364003,0.00265522373364003,2.47377147909885e-06,3.59339007805093e-07,0.0123680130016217,6.22099876356647e-09,3.59339007805093e-07,1,0.0123680130016217,7.45443382470441e-10,1,0.0524850613063972,0.00265522373364003,1,4.88195434756273e-08,0.000522400964868679,0.00265522373364003,4.88195434756273e-08,0.00265522373364003,0.694714003649603,0.0524850613063972,1,9.4677064417283e-05,3.59339007805093e-07,1,7.45443382470441e-10,4.88195434756273e-08,0.0524850613063972,0.0123680130016217,3.59339007805093e-07,9.4677064417283e-05,3.59339007805093e-07,6.64525930168962e-24,1,0.000522400964868679,0.694714003649603,0.00265522373364003,0.694714003649603,1.58776361678321e-05,0.00265522373364003,4.88195434756273e-08,0.201534284935939,1,1,8.67613092484032e-14,0.201534284935939,2.47377147909885e-06,3.59339007805093e-07,0.0123680130016217,0.0524850613063972,0.694714003649603,1,3.59339007805093e-07,0.0524850613063972,0.0524850613063972,2.47377147909885e-06,0.0524850613063972,0.0524850613063972,0.000522400964868679,0.000522400964868679,0.0524850613063972,1,0.0123680130016217,0.000522400964868679,0.201534284935939,1,6.22099876356647e-09,2.47377147909885e-06,0.0123680130016217,0.000522400964868679,1
